Knowledge Base,Question,Option 1,Option 2,Actual Answer,Bit Representation,Opt1GenderFeature,Opt2GenderFeature
bee landed on flower because it had pollen. ,what does it refer to? ,it refers to bee ,it refers to flower ,flower ,1 ,bee ,flower ,1 ,1 
zombies chased survivors because they were tasty. ,what were tasty? ,zombies were tasty ,survivors were tasty ,survivors ,1 ,zombies ,survivors ,1 ,1 
medvedev will cede presidency to putin because he is more popular. ,what does he refer to? ,he refers to medvedev ,he refers to putin ,putin ,1 ,medvedev ,putin ,1 ,1 
medvedev will cede presidency to putin because he is more popular. ,what is more popular? ,medvedev is more popular ,putin is more popular ,putin ,1 ,medvedev ,putin ,1 ,1 
medvedev will cede presidency to putin because he is less popular. ,what does he refer to? ,he refers to medvedev ,he refers to putin ,medvedev ,0 ,medvedev ,putin ,1 ,1 
medvedev will cede presidency to putin because he is less popular. ,what is less popular? ,medvedev is less popular ,putin is less popular ,medvedev ,0 ,medvedev ,putin ,1 ,1 
master rewarded dog because he was a good owner. ,what does he refer to? ,he refers to master ,he refers to dog ,master ,0 ,master ,dog ,1 ,1 
master rewarded dog because he was a good owner. ,what was a good owner? ,master was a good owner ,dog was a good owner ,master ,0 ,master ,dog ,1 ,1 
master rewarded dog because he was a good companion. ,what does he refer to? ,he refers to master ,he refers to dog ,dog ,1 ,master ,dog ,1 ,1 
master rewarded dog because he was a good companion. ,what was a good companion? ,master was a good companion ,dog was a good companion ,dog ,1 ,master ,dog ,1 ,1 
cat broke glass because it was fragile. ,what does it refer to? ,it refers to cat ,it refers to glass ,glass ,1 ,cat ,glass ,1 ,1 
cat broke glass because it was fragile. ,what was fragile? ,cat was fragile ,glass was fragile ,glass ,1 ,cat ,glass ,1 ,1 
cat broke glass because it was clumsy. ,what does it refer to? ,it refers to cat ,it refers to glass ,cat ,0 ,cat ,glass ,1 ,1 
cat broke glass because it was clumsy. ,what was clumsy? ,cat was clumsy ,glass was clumsy ,cat ,0 ,cat ,glass ,1 ,1 
bill returned jim twenty dollars because he borrowed money. ,what does he refer to? ,he refers to bill ,he refers to jim ,bill ,0 ,bill ,jim ,1 ,0 
bill returned jim twenty dollars because he borrowed money. ,what borrowed money? ,bill borrowed money ,jim borrowed money ,bill ,0 ,bill ,jim ,1 ,0 
bill returned jim twenty dollars because he lent money. ,what does he refer to? ,he refers to bill ,he refers to jim ,jim ,1 ,bill ,jim ,1 ,0 
bill returned jim twenty dollars because he lent money. ,what lent money? ,bill lent money ,jim lent money ,jim ,1 ,bill ,jim ,1 ,0 
red team defeated blue team because they made last penalty kick. ,what does they refer to? ,they refers to red team ,they refers to blue team ,red team ,0 ,red team ,blue team ,1 ,1 
red team defeated blue team because they made last penalty kick. ,what made last penalty kick? ,red team made last penalty kick ,blue team made last penalty kick ,red team ,0 ,red team ,blue team ,1 ,1 
red team defeated blue team because they missed last penalty kick. ,what does they refer to? ,they refers to red team ,they refers to blue team ,blue team ,1 ,red team ,blue team ,1 ,1 
red team defeated blue team because they missed last penalty kick. ,what missed last penalty kick? ,red team missed last penalty kick ,blue team missed last penalty kick ,blue team ,1 ,red team ,blue team ,1 ,1 
jack pushed john up hill because he was in a wheelbarrow. ,what does he refer to? ,he refers to jack ,he refers to john ,john ,1 ,jack ,john ,0 ,0 
jack pushed john up hill because he was in a wheelbarrow. ,what was in a wheelbarrow? ,jack was in a wheelbarrow ,john was in a wheelbarrow ,john ,1 ,jack ,john ,0 ,0 
jack pushed john up hill because he is a good samaritan. ,what does he refer to? ,he refers to jack ,he refers to john ,jack ,0 ,jack ,john ,0 ,0 
jack pushed john up hill because he is a good samaritan. ,what is a good samaritan? ,jack is a good samaritan ,john is a good samaritan ,jack ,0 ,jack ,john ,0 ,0 
bespeckled old man slowly waved at passing trolley passenger because he waves at everybody. ,what does he refer to? ,he refers to bespeckled old man ,he refers to passing trolley passenger ,bespeckled old man ,0 ,bespeckled old man ,passing trolley passenger ,1 ,1 
bespeckled old man slowly waved at passing trolley passenger because he waves at everybody. ,what waves at everybody? ,bespeckled old man waves at everybody ,passing trolley passenger waves at everybody ,bespeckled old man ,0 ,bespeckled old man ,passing trolley passenger ,1 ,1 
bespeckled old man slowly waved at passing trolley passenger because he waved at him. ,what does he refer to? ,he refers to bespeckled old man ,he refers to passing trolley passenger ,passing trolley passenger ,1 ,bespeckled old man ,passing trolley passenger ,1 ,1 
bespeckled old man slowly waved at passing trolley passenger because he waved at him. ,what waved at him? ,bespeckled old man waved at him ,passing trolley passenger waved at him ,passing trolley passenger ,1 ,bespeckled old man ,passing trolley passenger ,1 ,1 
boy ran from cop because he committed crime. ,what does he refer to? ,he refers to boy ,he refers to cop ,boy ,0 ,boy ,cop ,1 ,1 
boy ran from cop because he committed crime. ,what committed crime? ,boy committed crime ,cop committed crime ,boy ,0 ,boy ,cop ,1 ,1 
boy ran from cop because he saw crime. ,what does he refer to? ,he refers to boy ,he refers to cop ,cop ,1 ,boy ,cop ,1 ,1 
boy ran from cop because he saw crime. ,what saw crime? ,boy saw crime ,cop saw crime ,cop ,1 ,boy ,cop ,1 ,1 
cap fell off bottle because it was pressurized. ,what does it refer to? ,it refers to cap ,it refers to bottle ,bottle ,1 ,cap ,bottle ,1 ,1 
cap fell off bottle because it was pressurized. ,what was pressurized? ,cap was pressurized ,bottle was pressurized ,bottle ,1 ,cap ,bottle ,1 ,1 
cap fell off bottle because it was untwisted. ,what does it refer to? ,it refers to cap ,it refers to bottle ,cap ,0 ,cap ,bottle ,1 ,1 
cap fell off bottle because it was untwisted. ,what was untwisted? ,cap was untwisted ,bottle was untwisted ,cap ,0 ,cap ,bottle ,1 ,1 
"boy tried to address his friend, but he could not speak. ",what does he refer to? ,he refers to boy ,he refers to his friend ,boy ,0 ,boy ,his friend ,1 ,1 
"boy tried to address his friend, but he could not speak. ",what could not speak? ,boy could not speak ,his friend could not speak ,boy ,0 ,boy ,his friend ,1 ,1 
"boy tried to address his friend, but he could not hear. ",what does he refer to? ,he refers to boy ,he refers to his friend ,his friend ,1 ,boy ,his friend ,1 ,1 
"boy tried to address his friend, but he could not hear. ",what could not hear? ,boy could not hear ,his friend could not hear ,his friend ,1 ,boy ,his friend ,1 ,1 
a biker sped past an officer and he turned on his siren. ,what does he refer to? ,he refers to a biker ,he refers to an officer ,an officer ,1 ,a biker ,an officer ,1 ,1 
a biker sped past an officer and he turned on his siren. ,what turned on his siren? ,a biker turned on his siren ,an officer turned on his siren ,an officer ,1 ,a biker ,an officer ,1 ,1 
a biker sped past an officer and he got away. ,what does he refer to? ,he refers to a biker ,he refers to an officer ,a biker ,0 ,a biker ,an officer ,1 ,1 
a biker sped past an officer and he got away. ,what got away? ,a biker got away ,an officer got away ,a biker ,0 ,a biker ,an officer ,1 ,1 
"car hop brought man his tray, but he forgot his french fries. ",what does he refer to? ,he refers to car hop ,he refers to man ,car hop ,0 ,car hop ,man ,1 ,1 
"car hop brought man his tray, but he forgot his french fries. ",what forgot his french fries? ,car hop forgot his french fries ,man forgot his french fries ,car hop ,0 ,car hop ,man ,1 ,1 
"car hop brought man his tray, but he was not in car. ",what does he refer to? ,he refers to car hop ,he refers to man ,man ,1 ,car hop ,man ,1 ,1 
"car hop brought man his tray, but he was not in car. ",what was not in car? ,car hop was not in car ,man was not in car ,man ,1 ,car hop ,man ,1 ,1 
environmentalists were angry at corporation because they had ignored their proposal. ,what does they refer to? ,they refers to environmentalists ,they refers to corporation ,corporation ,1 ,environmentalists ,corporation ,1 ,1 
environmentalists were angry at corporation because they had ignored their proposal. ,what had ignored their proposal? ,environmentalists had ignored their proposal ,corporation had ignored their proposal ,corporation ,1 ,environmentalists ,corporation ,1 ,1 
environmentalists were angry at corporation because they saw them polluting creek. ,what does they refer to? ,they refers to environmentalists ,they refers to corporation ,environmentalists ,0 ,environmentalists ,corporation ,1 ,1 
environmentalists were angry at corporation because they saw them polluting creek. ,what saw them polluting creek? ,environmentalists saw them polluting creek ,corporation saw them polluting creek ,environmentalists ,0 ,environmentalists ,corporation ,1 ,1 
magician pulled a rabbit out of his hat. ,what does his refer to? ,his refers to magician ,his refers to a rabbit ,magician ,0 ,magician ,a rabbit ,1 ,1 
magician pulled a rabbit out of his hat. ,what hat? ,magician hat ,a rabbit hat ,magician ,0 ,magician ,a rabbit ,1 ,1 
magician pulled a rabbit out of his cage. ,what does his refer to? ,his refers to magician ,his refers to a rabbit ,a rabbit ,1 ,magician ,a rabbit ,1 ,1 
magician pulled a rabbit out of his cage. ,what cage? ,magician cage ,a rabbit cage ,a rabbit ,1 ,magician ,a rabbit ,1 ,1 
steve threw bowling ball down lane when it returned. ,what does it refer to? ,it refers to bowling ball ,it refers to lane ,bowling ball ,0 ,bowling ball ,lane ,1 ,1 
steve threw bowling ball down lane when it returned. ,what returned? ,bowling ball returned ,lane returned ,bowling ball ,0 ,bowling ball ,lane ,1 ,1 
steve threw bowling ball down lane when it was clear. ,what does it refer to? ,it refers to bowling ball ,it refers to lane ,lane ,1 ,bowling ball ,lane ,1 ,1 
steve threw bowling ball down lane when it was clear. ,what was clear? ,bowling ball was clear ,lane was clear ,lane ,1 ,bowling ball ,lane ,1 ,1 
hippo ate food trainer brought when he put it in trough. ,what does he refer to? ,he refers to hippo ,he refers to trainer ,trainer ,1 ,hippo ,trainer ,1 ,1 
hippo ate food trainer brought when he put it in trough. ,what put it in trough? ,hippo put it in trough ,trainer put it in trough ,trainer ,1 ,hippo ,trainer ,1 ,1 
hippo ate food trainer brought when he was hungry. ,what does he refer to? ,he refers to hippo ,he refers to trainer ,hippo ,0 ,hippo ,trainer ,1 ,1 
hippo ate food trainer brought when he was hungry. ,what was hungry? ,hippo was hungry ,trainer was hungry ,hippo ,0 ,hippo ,trainer ,1 ,1 
"when preschoolers visited senior citizens, they were surprisingly well behaved. ",what does they refer to? ,they refers to preschoolers ,they refers to senior citizens ,preschoolers ,0 ,preschoolers ,senior citizens ,1 ,1 
"when preschoolers visited senior citizens, they were surprisingly well behaved. ",what were surprisingly well behaved? ,preschoolers were surprisingly well behaved ,senior citizens were surprisingly well behaved ,preschoolers ,0 ,preschoolers ,senior citizens ,1 ,1 
"when preschoolers visited senior citizens, they were very hospitable. ",what does they refer to? ,they refers to preschoolers ,they refers to senior citizens ,senior citizens ,1 ,preschoolers ,senior citizens ,1 ,1 
"when preschoolers visited senior citizens, they were very hospitable. ",what were very hospitable? ,preschoolers were very hospitable ,senior citizens were very hospitable ,senior citizens ,1 ,preschoolers ,senior citizens ,1 ,1 
junior football team likes dallas cowboys because they are an inspiration. ,what does they refer to? ,they refers to junior football team ,they refers to dallas cowboys ,dallas cowboys ,1 ,junior football team ,dallas cowboys ,1 ,1 
junior football team likes dallas cowboys because they are an inspiration. ,what are an inspiration? ,junior football team are an inspiration ,dallas cowboys are an inspiration ,dallas cowboys ,1 ,junior football team ,dallas cowboys ,1 ,1 
junior football team likes dallas cowboys because they get to watch quality football. ,what does they refer to? ,they refers to junior football team ,they refers to dallas cowboys ,junior football team ,0 ,junior football team ,dallas cowboys ,1 ,1 
junior football team likes dallas cowboys because they get to watch quality football. ,what get to watch quality football? ,junior football team get to watch quality football ,dallas cowboys get to watch quality football ,junior football team ,0 ,junior football team ,dallas cowboys ,1 ,1 
jimbo eats more than bobbert because he is on a diet. ,what does he refer to? ,he refers to jimbo ,he refers to bobbert ,bobbert ,1 ,jimbo ,bobbert ,0 ,1 
jimbo eats more than bobbert because he is on a diet. ,what is on a diet? ,jimbo is on a diet ,bobbert is on a diet ,bobbert ,1 ,jimbo ,bobbert ,0 ,1 
jimbo eats more than bobbert because he is not on a diet. ,what does he refer to? ,he refers to jimbo ,he refers to bobbert ,jimbo ,0 ,jimbo ,bobbert ,0 ,1 
jimbo eats more than bobbert because he is not on a diet. ,what is not on a diet? ,jimbo is not on a diet ,bobbert is not on a diet ,jimbo ,0 ,jimbo ,bobbert ,0 ,1 
cougar tried to befriend rabbit because it had a bad reputation as an evil predator. ,what does it refer to? ,it refers to cougar ,it refers to rabbit ,cougar ,0 ,cougar ,rabbit ,1 ,1 
